VALUE,CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
3310,North-Central Interior Dry-Mesic Oak Forest and Woodland,2310,Tr North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3316,Southern Piedmont Mesic Forest,2316,Tr Southern Piedmont Mesic Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3320,Central and Southern Appalachian Montane Oak Forest,2320,Tr Central and Southern Appalachian Montane Oak Forest,Tree,681,Hardwood,Montane Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3324,Northern Atlantic Coastal Plain Hardwood Forest,2324,Tr Northern Atlantic Coastal Plain Hardwood Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3334,Ozark-Ouachita Mesic Hardwood Forest,2334,Tr Ozark-Ouachita Mesic Hardwood Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,2376,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3304,Ozark-Ouachita Dry-Mesic Oak Forest,2304,Tr Ozark-Ouachita Dry-Mesic Oak Forest,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3322,Crowley's Ridge Mesic Loess Slope Forest,2321,Tr Crowley's Ridge Mesic Loess Slope Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3327,East Gulf Coastal Plain Northern Loess Bluff Forest,2327,Tr East Gulf Coastal Plain Northern Loess Bluff Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3509,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,2509,Tr Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3309,Southern Appalachian Northern Hardwood Forest,2309,Tr Southern Appalachian Northern Hardwood Forest,Tree,682,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 55: Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,216,216,191,0.847059,0.847059,0.74902
3318,Southern and Central Appalachian Cove Forest,2318,Tr Southern and Central Appalachian Cove Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 58: Yellow Poplar-Eastern Hemlock,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,18,76,135,0.070588,0.298039,0.529412
3325,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,2325,Tr East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3368,Southern Piedmont Dry Pine Forest,2368,Tr Southern Piedmont Dry Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3406,Southern Piedmont Dry Oak Forest,2406,Tr Southern Piedmont Dry Oak Forest,Tree,664,Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3448,Southern Piedmont Dry Oak-Pine Forest,2448,Tr Southern Piedmont Dry Oak-Pine Forest,Tree,664,Hardwood-Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3321,South-Central Interior Mesophytic Forest,2321,Tr South-Central Interior Mesophytic Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,38,115,0,0.14902,0.45098
3370,Appalachian Hemlock Forest,2370,Tr Appalachian Hemlock Forest,Tree,685,Conifer,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0,38,115,0,0.14902,0.45098
3511,Appalachian Northern Hardwood Forest,2511,Tr Appalachian Northern Hardwood Forest,Tree,685,Hardwood,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0,38,115,0,0.14902,0.45098
3512,Appalachian Hemlock-Northern Hardwood Forest,2512,Tr Appalachian Hemlock-Northern Hardwood Forest,Tree,685,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0,38,115,0,0.14902,0.45098
3274,Central Interior and Appalachian Floodplain Herbaceous,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Perennial graminoid grassland,0,92,0,0,0.360784,0
3275,Central Interior and Appalachian Floodplain Shrubland,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
3280,Central Interior and Appalachian Swamp Shrubland,2479,Tr Central Interior and Appalachian Swamp Systems,Shrub,694,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
3300,Central Interior and Appalachian Riparian Herbaceous,2472,Tr Central Interior and Appalachian Riparian Systems,Herb,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
3319,Central Interior and Appalachian Riparian Shrubland,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
3471,Central Interior and Appalachian Floodplain Forest,2471,Tr Central Interior and Appalachian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
3472,Central Interior and Appalachian Riparian Forest,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
3479,Central Interior and Appalachian Swamp Forest,2479,Tr Central Interior and Appalachian Swamp Systems,Tree,694,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
3518,North-Central Interior Wet Flatwoods,2518,Tr North-Central Interior Wet Flatwoods,Tree,673,Hardwood,Hardwood Flatwoods,SAF 65: Pin Oak-Sweetgum,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
3349,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,2349,Tr East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3351,Southeastern Interior Longleaf Pine Woodland,2351,Tr Southeastern Interior Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3552,Pinus palustris-Pinus elliottii Forest Alliance,2552,Tr Pinus palustris-Pinus elliottii Forest Alliance,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,116,214,204,0.454902,0.839216,0.8
3346,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,2346,Tr Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3347,Atlantic Coastal Plain Upland Longleaf Pine Woodland,2347,Tr Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3348,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,2348,Tr West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3356,Florida Longleaf Pine Sandhill,2356,Tr Florida Longleaf Pine Sandhill,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3403,West Gulf Coastal Plain Catahoula Barrens,2403,Tr West Gulf Coastal Plain Catahoula Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,116,214,204,0.454902,0.839216,0.8
3335,Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,2335,Tr Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 72: Southern Scrub Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
3387,Florida Peninsula Inland Scrub Shrubland,2387,Tr Florida Peninsula Inland Scrub,Shrub,691,Shrubland,Southern Scrub Oak,SAF 72: Southern Scrub Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
3565,Florida Peninsula Inland Scrub Woodland,2387,Tr Florida Peninsula Inland Scrub,Tree,691,Shrubland,Southern Scrub Oak,SAF 72: Southern Scrub Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
3361,Central Atlantic Coastal Plain Maritime Forest,2361,Tr Central Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,107,209,206,0.419608,0.819608,0.807843
3380,East Gulf Coastal Plain Maritime Forest,2380,Tr East Gulf Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107,209,206,0.419608,0.819608,0.807843
3382,Southern Atlantic Coastal Plain Maritime Forest,2382,Tr Southern Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107,209,206,0.419608,0.819608,0.807843
3507,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,2507,Tr Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 75: Shortleaf Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,116,214,190,0.454902,0.839216,0.745098
3367,Ozark-Ouachita Shortleaf Pine Forest and Woodland,2367,Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3372,East Gulf Coastal Plain Interior Shortleaf Pine Forest,2372,Tr East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3378,West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,2378,Tr West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3510,Crowley's Ridge Sand Forest,2510,Tr Crowley's Ridge Sand Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,116,214,190,0.454902,0.839216,0.745098
3527,East Gulf Coastal Plain Interior Oak Forest,2527,Tr East Gulf Coastal Plain Interior Oak Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3546,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,2546,Tr East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3582,Ozark-Ouachita Oak Forest and Woodland,2582,Tr Ozark-Ouachita Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3583,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,2583,Tr Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3586,West Gulf Coastal Plain Sandhill Oak Forest and Woodland,2586,Tr West Gulf Coastal Plain Sandhill Oak Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3587,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,2587,Tr West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3353,Southern Appalachian Low-Elevation Pine Forest,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,695,Conifer,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216,0.239216,0.501961
3379,Northern Atlantic Coastal Plain Maritime Forest,2379,Tr Northern Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 81: Loblolly Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
3550,Pinus taeda Forest Alliance,2550,Tr Pinus taeda Forest Alliance,Tree,697,Conifer,Loblolly Pine Forest and Woodland,SAF 81: Loblolly Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,145,255,115,0.568627,1,0.45098
3371,West Gulf Coastal Plain Pine Forest,2371,Tr West Gulf Coastal Plain Pine Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
3458,West Gulf Coastal Plain Pine Flatwoods,2458,Tr West Gulf Coastal Plain Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
3584,West Gulf Coastal Plain Hardwood Forest,2584,Tr West Gulf Coastal Plain Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
3585,West Gulf Coastal Plain Pine-Hardwood Forest,2585,Tr West Gulf Coastal Plain Pine-Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
3590,West Gulf Coastal Plain Hardwood Flatwoods,2590,Tr West Gulf Coastal Plain Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
3591,West Gulf Coastal Plain Pine-Hardwood Flatwoods,2591,Tr West Gulf Coastal Plain Pine-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
3450,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,2450,Tr Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3451,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,2451,Tr West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3453,Central Florida Pine Flatwoods,2453,Tr Central Florida Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3454,East Gulf Coastal Plain Near-Coast Pine Flatwoods,2454,Tr East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
